Round,Turnout Percent,Total Votes,Republican Votes,Republican Electoral Votes,Republican Vote Percent,Democrat Votes,Democrat Electoral Votes,Democrat Vote Percent,Independent Votes,Independent Electoral Votes,Independent Vote Percent
318,0.8930,160331158,72786610,281,0.4540,70961252,257,0.4426,16583296,0,0.1034
319,0.6762,121408676,59119937,287,0.4869,57518906,251,0.4738,4769833,0,0.0393
320,0.7998,143602825,75998396,354,0.5292,67604429,184,0.4708,0,0,0.0000
321,0.6148,110372617,42906281,107,0.3887,60190469,431,0.5453,7275867,0,0.0659
322,0.8722,156588447,69836665,310,0.4460,65761857,228,0.4200,20989925,0,0.1340
323,0.8171,146697304,57227970,69,0.3901,89406308,469,0.6095,63026,0,0.0004
324,0.7882,141521147,69740924,262,0.4928,71780211,276,0.5072,12,0,0.0000
325,0.6763,121438671,55768344,166,0.4592,65670327,372,0.5408,0,0,0.0000
326,0.8655,155402580,74834690,262,0.4816,77740936,276,0.5003,2826954,0,0.0182
327,0.8832,158579196,83825985,358,0.5286,67356974,180,0.4248,7396237,0,0.0466
328,0.8861,159098913,81219691,358,0.5105,67626517,180,0.4251,10252705,0,0.0644
329,0.6767,121486554,60645016,354,0.4992,50880091,184,0.4188,9961447,0,0.0820
330,0.7733,138830173,72047927,339,0.5190,66775170,199,0.4810,7076,0,0.0001
331,0.6377,114500156,53329754,193,0.4658,60628228,345,0.5295,542174,0,0.0047
332,0.7636,137095756,56585488,262,0.4127,61156842,276,0.4461,19353426,0,0.1412
333,0.8125,145881210,67185467,262,0.4605,70157476,276,0.4809,8538267,0,0.0585
334,0.7442,133614046,65723191,380,0.4919,51047204,158,0.3820,16843651,0,0.1261
335,0.8897,159748084,74805181,193,0.4683,84942903,345,0.5317,0,0,0.0000
336,0.8590,154225858,70885965,262,0.4596,76424070,276,0.4955,6915823,0,0.0448
337,0.6154,110489359,53274338,349,0.4822,48094186,189,0.4353,9120835,0,0.0825
338,0.7356,132069906,70004243,349,0.5301,62050159,189,0.4698,15504,0,0.0001
339,0.8016,143932636,69688418,281,0.4842,68139059,257,0.4734,6105159,0,0.0424
340,0.7442,133614710,57996096,166,0.4341,70382381,372,0.5268,5236233,0,0.0392
341,0.7994,143532760,74356070,329,0.5180,69142482,209,0.4817,34208,0,0.0002
342,0.8020,144000687,58545504,92,0.4066,83867233,446,0.5824,1587950,0,0.0110
343,0.8048,144507721,71915419,262,0.4977,72584904,276,0.5023,7398,0,0.0001
344,0.6154,110499843,56774896,339,0.5138,52319048,199,0.4735,1405899,0,0.0127
345,0.7301,131099266,66328538,354,0.5059,56714483,184,0.4326,8056245,0,0.0615
346,0.6092,109392894,54403861,314,0.4973,51552159,224,0.4713,3436874,0,0.0314
347,0.6002,107772866,45970965,107,0.4266,61801901,431,0.5734,0,0,0.0000
348,0.6487,116463326,59288608,310,0.5091,57093310,228,0.4902,81408,0,0.0007
349,0.7217,129584114,50780617,166,0.3919,67213332,372,0.5187,11590165,0,0.0894
350,0.7506,134773184,50804259,156,0.3770,69709108,382,0.5172,14259817,0,0.1058
351,0.8997,161536693,65918012,166,0.4081,84634774,372,0.5239,10983907,0,0.0680
352,0.8172,146716865,66793376,262,0.4553,68561418,276,0.4673,11362071,0,0.0774
353,0.8906,159902719,73394056,193,0.4590,84186912,345,0.5265,2321751,0,0.0145
354,0.6591,118343551,58109631,262,0.4910,60100897,276,0.5079,133023,0,0.0011
355,0.6722,120678033,65160618,358,0.5400,55493251,180,0.4598,24164,0,0.0002
356,0.7472,134158350,67549261,262,0.5035,66609089,276,0.4965,0,0,0.0000
357,0.6647,119364371,66163110,421,0.5543,46246405,117,0.3874,6954856,0,0.0583
358,0.6495,116618515,56994686,262,0.4887,56939473,276,0.4883,2684356,0,0.0230
359,0.7342,131830169,56275681,156,0.4269,75490514,382,0.5726,63974,0,0.0005
360,0.6446,115744660,56684725,262,0.4897,57852402,276,0.4998,1207533,0,0.0104
361,0.8818,158319478,75973360,287,0.4799,74089302,251,0.4680,8256816,0,0.0522
362,0.6203,111376231,50275410,166,0.4514,60960954,372,0.5473,139867,0,0.0013
363,0.7239,129958886,60851433,193,0.4682,69088835,345,0.5316,18618,0,0.0001
364,0.7110,127660277,58359957,262,0.4572,63291118,276,0.4958,6009202,0,0.0471
365,0.6488,116491512,59950417,329,0.5146,56223181,209,0.4826,317914,0,0.0027
366,0.7246,130078131,54445182,193,0.4186,63660411,345,0.4894,11972538,0,0.0920
367,0.8913,160026506,85784321,354,0.5361,74149592,184,0.4634,92593,0,0.0006
368,0.7505,134743891,65669493,262,0.4874,67414389,276,0.5003,1660009,0,0.0123
369,0.6956,124893327,59141368,262,0.4735,58480998,276,0.4682,7270961,0,0.0582
370,0.8198,147178598,62822105,166,0.4268,74827539,372,0.5084,9528954,0,0.0647
371,0.6297,113062409,58578017,339,0.5181,54484392,199,0.4819,0,0,0.0000
372,0.8879,159429554,74142077,193,0.4650,85280949,345,0.5349,6528,0,0.0000
373,0.8249,148109641,73600682,262,0.4969,72928826,276,0.4924,1580133,0,0.0107
374,0.7807,140157015,71272633,297,0.5085,68884382,241,0.4915,0,0,0.0000
375,0.6492,116557349,50432802,262,0.4327,53903053,276,0.4625,12221494,0,0.1049
376,0.8982,161277660,81034013,262,0.5025,80243647,276,0.4975,0,0,0.0000
377,0.7607,136574440,73282293,358,0.5366,61126563,180,0.4476,2165584,0,0.0159
378,0.7570,135915980,63531549,262,0.4674,67080880,276,0.4935,5303551,0,0.0390
379,0.7880,141483728,59769243,156,0.4224,79011481,382,0.5584,2703004,0,0.0191
380,0.7187,129039283,61703229,262,0.4782,67334411,276,0.5218,1643,0,0.0000
381,0.6937,124556600,60036154,262,0.4820,62331737,276,0.5004,2188709,0,0.0176
382,0.8469,152050290,77428821,358,0.5092,62576691,180,0.4116,12044778,0,0.0792
383,0.6499,116686591,62452952,354,0.5352,54218199,184,0.4646,15440,0,0.0001
384,0.7120,127836014,58215495,166,0.4554,69179731,372,0.5412,440788,0,0.0034
385,0.6462,116028852,54259372,193,0.4676,61769480,345,0.5324,0,0,0.0000
386,0.7901,141855385,67073224,297,0.4728,64771642,241,0.4566,10010519,0,0.0706
387,0.6615,118773254,54524644,193,0.4591,62799935,345,0.5287,1448675,0,0.0122
388,0.8233,147818986,65107951,166,0.4405,81855937,372,0.5538,855098,0,0.0058
389,0.6076,109079856,55065109,262,0.5048,54014747,276,0.4952,0,0,0.0000
390,0.7550,135551415,71141008,354,0.5248,60626776,184,0.4473,3783631,0,0.0279
391,0.7458,133913275,58003400,349,0.4331,51084494,189,0.3815,24825381,0,0.1854
392,0.6912,124108888,60012330,262,0.4835,63919636,276,0.5150,176922,0,0.0014
393,0.7984,143358096,67572670,193,0.4714,75755853,345,0.5284,29573,0,0.0002
394,0.6007,107846290,57363723,354,0.5319,49932616,184,0.4630,549951,0,0.0051
395,0.7699,138244187,60919953,193,0.4407,70676438,345,0.5112,6647796,0,0.0481
396,0.7798,140006470,64898773,193,0.4635,74310716,345,0.5308,796981,0,0.0057
397,0.7478,134268333,64963770,262,0.4838,69304563,276,0.5162,0,0,0.0000
398,0.6038,108423323,53542205,281,0.4938,52259049,257,0.4820,2622069,0,0.0242
399,0.6893,123764813,56364554,262,0.4554,59682001,276,0.4822,7718258,0,0.0624
400,0.7372,132361147,61006653,177,0.4609,71324190,361,0.5389,30304,0,0.0002
401,0.6308,113258813,56201832,262,0.4962,57056981,276,0.5038,0,0,0.0000
402,0.8531,153171320,60495681,193,0.3950,69786471,345,0.4556,22889168,0,0.1494
403,0.6953,124842401,49443631,83,0.3960,73363464,455,0.5876,2035306,0,0.0163
404,0.7436,133506564,62776958,262,0.4702,62338256,276,0.4669,8391350,0,0.0629
405,0.8758,157257135,68998236,166,0.4388,88258899,372,0.5612,0,0,0.0000
406,0.8496,152541468,77287511,287,0.5067,75253957,251,0.4933,0,0,0.0000
407,0.8590,154231347,70658780,177,0.4581,82969265,361,0.5380,603302,0,0.0039
408,0.6254,112281689,55171204,310,0.4914,52734060,228,0.4697,4376425,0,0.0390
409,0.6179,110939922,44629683,156,0.4023,59799217,382,0.5390,6511022,0,0.0587
410,0.8911,160002066,68417391,193,0.4276,77419049,345,0.4839,14165626,0,0.0885
411,0.8227,147713708,65965717,166,0.4466,78148774,372,0.5291,3599217,0,0.0244
412,0.8301,149044280,82747933,380,0.5552,64726896,158,0.4343,1569451,0,0.0105
413,0.8114,145679611,63193774,193,0.4338,71963469,345,0.4940,10522368,0,0.0722
414,0.6910,124070793,64394376,380,0.5190,50377795,158,0.4060,9298622,0,0.0749
415,0.8961,160874952,66872269,166,0.4157,81617633,372,0.5073,12385050,0,0.0770
416,0.6999,125662298,52911027,262,0.4211,53225080,276,0.4236,19526191,0,0.1554
417,0.7209,129432946,63511424,262,0.4907,65238414,276,0.5040,683108,0,0.0053
418,0.6248,112201273,51099742,193,0.4554,59255402,345,0.5281,1846129,0,0.0165
419,0.8623,154821058,72110637,287,0.4658,69971631,251,0.4520,12738790,0,0.0823
420,0.7726,138708179,64330307,297,0.4638,61675572,241,0.4446,12702300,0,0.0916
421,0.8311,149212183,70943695,262,0.4755,77504571,276,0.5194,763917,0,0.0051
422,0.7054,126645868,66463494,358,0.5248,55873435,180,0.4412,4308939,0,0.0340
423,0.7385,132602937,68274715,358,0.5149,57043065,180,0.4302,7285157,0,0.0549
424,0.8812,158226192,76279915,262,0.4821,81732795,276,0.5166,213482,0,0.0013
425,0.8257,148260026,68642810,166,0.4630,79617216,372,0.5370,0,0,0.0000
426,0.8262,148355357,73914314,262,0.4982,74398526,276,0.5015,42517,0,0.0003
427,0.6972,125192424,51586321,166,0.4121,62408927,372,0.4985,11197176,0,0.0894
428,0.7002,125726588,57642509,193,0.4585,67435783,345,0.5364,648296,0,0.0052
429,0.7326,131529187,62658139,226,0.4764,68871048,312,0.5236,0,0,0.0000
430,0.7763,139374408,61644864,166,0.4423,74600223,372,0.5353,3129321,0,0.0225
431,0.6072,109027079,57635810,349,0.5286,51377080,189,0.4712,14189,0,0.0001
432,0.8302,149056176,71193446,262,0.4776,71333643,276,0.4786,6529087,0,0.0438
433,0.6941,124631521,59329252,226,0.4760,65302269,312,0.5240,0,0,0.0000
434,0.8039,144339011,72822247,281,0.5045,70892284,257,0.4912,624480,0,0.0043
435,0.6666,119697491,49875834,166,0.4167,65481853,372,0.5471,4339804,0,0.0363
436,0.8958,160823258,81750888,329,0.5083,75733458,209,0.4709,3338912,0,0.0208
437,0.8870,159259145,78574851,339,0.4934,71299478,199,0.4477,9384816,0,0.0589
438,0.8326,149487160,77677661,339,0.5196,71809499,199,0.4804,0,0,0.0000
439,0.8727,156688231,77566516,310,0.4950,74401158,228,0.4748,4720557,0,0.0301
440,0.6798,122057506,63656189,339,0.5215,58375276,199,0.4783,26041,0,0.0002
441,0.8451,151726234,71522841,256,0.4714,78786908,282,0.5193,1416485,0,0.0093
442,0.7516,134962122,54294543,166,0.4023,68396268,372,0.5068,12271311,0,0.0909
443,0.6908,124028065,59425125,262,0.4791,64449889,276,0.5196,153051,0,0.0012
444,0.6781,121749831,63137329,339,0.5186,58326845,199,0.4791,285657,0,0.0023
445,0.6202,111347104,51299849,166,0.4607,60047255,372,0.5393,0,0,0.0000
446,0.7398,132815110,59347899,166,0.4468,72073096,372,0.5427,1394115,0,0.0105
447,0.7721,138639114,65999257,262,0.4761,65824510,276,0.4748,6815347,0,0.0492
448,0.8967,160999090,78079259,310,0.4850,74083249,228,0.4601,8836582,0,0.0549
449,0.7282,130738857,67841561,339,0.5189,62857941,199,0.4808,39355,0,0.0003
450,0.7335,131701142,70934694,354,0.5386,60758397,184,0.4613,8051,0,0.0001
451,0.6716,120583407,59566520,262,0.4940,61016887,276,0.5060,0,0,0.0000
452,0.7970,143099412,64707498,262,0.4522,63880592,276,0.4464,14511322,0,0.1014
453,0.7426,133329677,67623690,314,0.5072,63552493,224,0.4767,2153494,0,0.0162
454,0.8887,159564888,81370167,310,0.5100,78151773,228,0.4898,42948,0,0.0003
455,0.7235,129897058,68085841,380,0.5242,51100837,158,0.3934,10710380,0,0.0825
456,0.7224,129693489,56530940,166,0.4359,73144411,372,0.5640,18138,0,0.0001
457,0.6652,119437593,58879891,310,0.4930,55567366,228,0.4652,4990336,0,0.0418
458,0.6603,118555306,58074990,262,0.4899,60478186,276,0.5101,2130,0,0.0000
459,0.6773,121610482,57836718,262,0.4756,62404712,276,0.5132,1369052,0,0.0113
460,0.8503,152664849,77129236,287,0.5052,74712060,251,0.4894,823553,0,0.0054
461,0.7188,129043071,60199802,262,0.4665,60319646,276,0.4674,8523623,0,0.0661
462,0.8454,151784008,75252138,329,0.4958,69952588,209,0.4609,6579282,0,0.0433
463,0.6470,116160135,63954010,366,0.5506,52194972,172,0.4493,11153,0,0.0001
464,0.6041,108473058,46368672,166,0.4275,56966230,372,0.5252,5138156,0,0.0474
465,0.6929,124408949,55319090,262,0.4447,56537751,276,0.4545,12552108,0,0.1009
466,0.6216,111594590,59571513,354,0.5338,51821459,184,0.4644,201618,0,0.0018
467,0.8203,147290234,57667538,107,0.3915,80655810,431,0.5476,8966886,0,0.0609
468,0.6748,121151553,51836546,156,0.4279,68118666,382,0.5623,1196341,0,0.0099
469,0.7676,137823719,61482915,166,0.4461,74636404,372,0.5415,1704400,0,0.0124
470,0.7732,138827580,77815451,380,0.5605,60973645,158,0.4392,38484,0,0.0003
471,0.6469,116149771,44190843,156,0.3805,59946694,382,0.5161,12012234,0,0.1034
472,0.8904,159864456,81476075,314,0.5097,76546628,224,0.4788,1841753,0,0.0115
473,0.6529,117226744,51298744,256,0.4376,56743357,282,0.4840,9184643,0,0.0783
474,0.8057,144673014,80054689,380,0.5533,64597462,158,0.4465,20863,0,0.0001
475,0.6941,124633769,46955694,166,0.3767,58962793,372,0.4731,18715282,0,0.1502
476,0.8989,161393848,77666319,262,0.4812,78496907,276,0.4864,5230622,0,0.0324
477,0.6195,111214567,53125722,262,0.4777,57828677,276,0.5200,260168,0,0.0023
478,0.8897,159728633,82140414,354,0.5142,71342299,184,0.4466,6245920,0,0.0391
479,0.7551,135571253,63134134,193,0.4657,72127256,345,0.5320,309863,0,0.0023
480,0.8229,147747620,61130498,166,0.4137,73840382,372,0.4998,12776740,0,0.0865
481,0.6709,120462227,55722002,310,0.4626,52850609,228,0.4387,11889616,0,0.0987
482,0.6225,111757905,56894034,349,0.5091,49904235,189,0.4465,4959636,0,0.0444
483,0.8007,143763177,69651628,358,0.4845,57659413,180,0.4011,16452136,0,0.1144
484,0.7390,132680077,67246211,310,0.5068,63918612,228,0.4817,1515254,0,0.0114
485,0.8001,143656711,66614977,329,0.4637,61268675,209,0.4265,15773059,0,0.1098
486,0.6113,109756263,49271663,166,0.4489,58141343,372,0.5297,2343257,0,0.0213
487,0.6500,116695882,61786049,354,0.5295,52051629,184,0.4460,2858204,0,0.0245
488,0.7296,131002390,62011133,262,0.4734,66476652,276,0.5074,2514605,0,0.0192
489,0.7408,133003982,67031642,262,0.5040,65959909,276,0.4959,12431,0,0.0001
490,0.7599,136436709,51646147,166,0.3785,69683677,372,0.5107,15106885,0,0.1107
491,0.6403,114960465,52687328,297,0.4583,50380486,241,0.4382,11892651,0,0.1034
492,0.8212,147439787,81674140,380,0.5539,65765647,158,0.4461,0,0,0.0000
493,0.7783,139734405,55846334,166,0.3997,68710675,372,0.4917,15177396,0,0.1086
494,0.6444,115700190,50029582,166,0.4324,61369956,372,0.5304,4300652,0,0.0372
495,0.8702,156238606,67451709,262,0.4317,71371997,276,0.4568,17414900,0,0.1115
496,0.8729,156718917,73343927,193,0.4680,83368836,345,0.5320,6154,0,0.0000
497,0.8524,153039789,66126228,193,0.4321,75428151,345,0.4929,11485410,0,0.0750
498,0.8035,144261374,67346318,256,0.4668,74302380,282,0.5151,2612676,0,0.0181
499,0.7161,128577917,56028577,281,0.4358,54510993,257,0.4240,18038347,0,0.1403
500,0.6781,121760462,47674006,166,0.3915,58417165,372,0.4798,15669291,0,0.1287
501,0.8553,153575406,83003069,380,0.5405,66006093,158,0.4298,4566244,0,0.0297
502,0.8406,150924175,79159951,349,0.5245,69721369,189,0.4620,2042855,0,0.0135
503,0.7254,130250016,56105687,193,0.4308,64070902,345,0.4919,10073427,0,0.0773
504,0.7504,134731980,63603583,262,0.4721,66580035,276,0.4942,4548362,0,0.0338
505,0.6425,115369919,53478851,177,0.4635,61891068,361,0.5365,0,0,0.0000
506,0.6482,116387969,54438145,349,0.4677,48192316,189,0.4141,13757508,0,0.1182
507,0.8345,149832061,69012191,166,0.4606,80819615,372,0.5394,255,0,0.0000
508,0.7484,134383987,67762209,262,0.5042,66604546,276,0.4956,17232,0,0.0001
509,0.6228,111821885,57878459,339,0.5176,53943426,199,0.4824,0,0,0.0000
510,0.8119,145774997,70957279,262,0.4868,71526258,276,0.4907,3291460,0,0.0226
511,0.6273,112625764,56959808,297,0.5057,55136195,241,0.4896,529761,0,0.0047
512,0.6050,108621196,46603130,262,0.4290,50014882,276,0.4605,12003184,0,0.1105
513,0.8637,155082935,66424652,262,0.4283,65965710,276,0.4254,22692573,0,0.1463
514,0.6675,119851624,60602518,287,0.5056,59235034,251,0.4942,14072,0,0.0001
515,0.8825,158437970,69488997,193,0.4386,78893071,345,0.4979,10055902,0,0.0635
516,0.7669,137704244,66095721,262,0.4800,65232615,276,0.4737,6375908,0,0.0463
517,0.7857,141054518,70497544,262,0.4998,70556974,276,0.5002,0,0,0.0000
518,0.8157,146458250,67976474,193,0.4641,78424654,345,0.5355,57122,0,0.0004
519,0.6919,124213856,54866447,166,0.4417,69347409,372,0.5583,0,0,0.0000
520,0.7825,140488217,73029554,354,0.5198,62074844,184,0.4419,5383819,0,0.0383
521,0.8219,147563470,70034175,262,0.4746,74649369,276,0.5059,2879926,0,0.0195
522,0.7816,140329826,55170778,262,0.3932,58968866,276,0.4202,26190182,0,0.1866
523,0.7382,132527539,60658022,262,0.4577,62392276,276,0.4708,9477241,0,0.0715
524,0.8012,143849286,66364806,262,0.4613,68088029,276,0.4733,9396451,0,0.0653
525,0.8804,158075134,69898970,310,0.4422,66098973,228,0.4181,22077191,0,0.1397
526,0.8144,146223329,74477877,310,0.5093,71395802,228,0.4883,349650,0,0.0024
527,0.7415,133135136,57166956,193,0.4294,65296261,345,0.4905,10671919,0,0.0802
528,0.7429,133375139,55118714,166,0.4133,72610983,372,0.5444,5645442,0,0.0423
529,0.6024,108164160,42604596,166,0.3939,52614885,372,0.4864,12944679,0,0.1197
530,0.6011,107925395,55956447,349,0.5185,49472521,189,0.4584,2496427,0,0.0231
531,0.6343,113895777,49395959,166,0.4337,63978238,372,0.5617,521580,0,0.0046
532,0.8218,147562737,53508271,69,0.3626,86240703,469,0.5844,7813763,0,0.0530
533,0.6566,117879002,56067233,262,0.4756,57536374,276,0.4881,4275395,0,0.0363
534,0.6976,125250925,58421911,226,0.4664,64820315,312,0.5175,2008699,0,0.0160
535,0.6227,111798656,45560207,107,0.4075,62646707,431,0.5604,3591742,0,0.0321
536,0.7276,130640733,60867826,262,0.4659,62750348,276,0.4803,7022559,0,0.0538
537,0.6536,117361726,55329850,193,0.4714,62031876,345,0.5286,0,0,0.0000
538,0.6136,110174951,52231785,262,0.4741,52106920,276,0.4729,5836246,0,0.0530
539,0.6492,116566611,47485037,193,0.4074,56041756,345,0.4808,13039818,0,0.1119
540,0.7674,137777694,68624042,262,0.4981,69153652,276,0.5019,0,0,0.0000
541,0.6923,124303951,64126867,349,0.5159,57089021,189,0.4593,3088063,0,0.0248
542,0.6944,124672484,67583627,358,0.5421,56025497,180,0.4494,1063360,0,0.0085
543,0.6006,107830251,46541660,310,0.4316,44244553,228,0.4103,17044038,0,0.1581
544,0.8066,144822085,64742850,166,0.4471,80079235,372,0.5529,0,0,0.0000
545,0.6864,123235289,54812526,262,0.4448,53923238,276,0.4376,14499525,0,0.1177
546,0.7671,137733138,68122946,287,0.4946,66506357,251,0.4829,3103835,0,0.0225
547,0.8528,153116934,70711303,193,0.4618,80389009,345,0.5250,2016622,0,0.0132
548,0.7130,128004004,61299171,329,0.4789,56334524,209,0.4401,10370309,0,0.0810
549,0.7781,139699094,72458375,339,0.5187,67240719,199,0.4813,0,0,0.0000
550,0.6506,116820438,56962530,262,0.4876,59469659,276,0.5091,388249,0,0.0033
551,0.8307,149157602,75014805,262,0.5029,74142797,276,0.4971,0,0,0.0000
552,0.6276,112696196,59303106,354,0.5262,53393090,184,0.4738,0,0,0.0000
553,0.6763,121412056,56882083,193,0.4685,64264638,345,0.5293,265335,0,0.0022
554,0.7298,131036518,60907531,256,0.4648,67296657,282,0.5136,2832330,0,0.0216
555,0.6716,120594226,49929676,156,0.4140,66607947,382,0.5523,4056603,0,0.0336
556,0.7286,130813569,63771526,262,0.4875,65381106,276,0.4998,1660937,0,0.0127
557,0.7750,139150227,62682349,262,0.4505,64787527,276,0.4656,11680351,0,0.0839
558,0.6971,125141304,57778546,166,0.4617,67362758,372,0.5383,0,0,0.0000
559,0.8859,159063407,77526468,262,0.4874,81530737,276,0.5126,6202,0,0.0000
560,0.7064,126831524,60532264,226,0.4773,66299260,312,0.5227,0,0,0.0000
561,0.7622,136864529,62933790,262,0.4598,68339029,276,0.4993,5591710,0,0.0409
562,0.8256,148223798,74835513,262,0.5049,73380966,276,0.4951,7319,0,0.0000
563,0.7748,139119687,64498562,262,0.4636,64456347,276,0.4633,10164778,0,0.0731
564,0.8009,143803097,74015403,349,0.5147,67189592,189,0.4672,2598102,0,0.0181
565,0.6330,113652213,55208505,262,0.4858,58411783,276,0.5140,31925,0,0.0003
566,0.7259,130335037,58001890,339,0.4450,52740711,199,0.4047,19592436,0,0.1503
567,0.8405,150910733,69082211,166,0.4578,81795971,372,0.5420,32551,0,0.0002
568,0.8491,152457047,68805954,262,0.4513,73687165,276,0.4833,9963928,0,0.0654
569,0.7383,132572561,59457939,166,0.4485,73092744,372,0.5513,21878,0,0.0002
570,0.6098,109492429,51637940,193,0.4716,57837254,345,0.5282,17235,0,0.0002
571,0.7787,139795817,70262569,262,0.5026,69477877,276,0.4970,55371,0,0.0004
572,0.8635,155058254,72796520,262,0.4695,75303895,276,0.4856,6957839,0,0.0449
573,0.8546,153432230,63910626,166,0.4165,82969371,372,0.5408,6552233,0,0.0427
574,0.7805,140142301,69993348,262,0.4994,70148953,276,0.5006,0,0,0.0000
575,0.7233,129859578,69398833,354,0.5344,60460745,184,0.4656,0,0,0.0000
576,0.7707,138380234,54425376,193,0.3933,64066695,345,0.4630,19888163,0,0.1437
577,0.8165,146597293,62941421,166,0.4293,75420086,372,0.5145,8235786,0,0.0562
578,0.6351,114032537,53053936,262,0.4653,53594323,276,0.4700,7384278,0,0.0648
579,0.6395,114826807,60539253,358,0.5272,49230717,180,0.4287,5056837,0,0.0440
580,0.8422,151220808,81461194,354,0.5387,69244840,184,0.4579,514774,0,0.0034
581,0.8566,153800204,72424930,193,0.4709,81276636,345,0.5285,98638,0,0.0006
582,0.6730,120828685,61053500,349,0.5053,53912854,189,0.4462,5862331,0,0.0485
583,0.8324,149464386,70646178,262,0.4727,75788822,276,0.5071,3029386,0,0.0203
